date,co,no,no2,o3,so2,pm2_5,pm10,nh3,hour,temperature,humidity,wind_speed,traffic_level,traffic_numeric,location,month,alert,decision
2020-12-01 04:00:00,5714.42,119.81,80.88,5.72,74.39,454.62,542.24,33.95,4,25.8162923231646,57.55652465615565,11.023622845555932,Low,1,Chandni Chowk,12,Normal,Normal
2020-12-01 05:00:00,5821.23,90.3,117.9,20.21,88.69,486.37,576.78,43.57,5,27.590425531914892,51.96772046589018,11.169626639757821,Low,1,Pitampura,12,Normal,Normal
2020-12-01 06:00:00,5821.23,44.7,154.91,67.95,104.9,530.13,618.68,43.57,6,28.733052039381153,44.0361869895804,11.000254201383985,Low,1,Vasant Kunj,12,Normal,Normal
2020-12-01 07:00:00,2403.26,7.04,72.66,200.27,122.07,303.78,336.66,18.75,7,30.02519577800477,44.25017041581459,12.436673553719007,High,3,Mayur Vihar,12,Normal,Normal
2020-12-01 08:00:00,1895.9,3.91,50.04,231.74,99.18,255.16,280.88,14.69,8,30.54609929078014,42.0564952638701,12.630664857530528,High,3,Janakpuri,12,Normal,Normal
2020-12-01 09:00:00,1762.39,2.57,42.5,248.91,89.65,239.93,263.1,14.57,9,30.800646703219456,37.3083849184018,12.135867884750526,High,3,Rajouri Garden,12,Normal,Normal
2020-12-01 10:00:00,3097.53,7.04,105.56,161.65,91.55,313.47,359.45,29.64,10,30.67644151565074,41.397626112759646,12.92600598603259,High,3,Okhla,12,Normal,Normal
2020-12-01 11:00:00,5287.17,21.46,191.93,45.42,95.37,431.12,510.61,46.1,11,30.037908496732026,44.09093882891724,11.667490118577074,Medium,2,Narela,12,Normal,Normal
2020-12-01 12:00:00,7263.18,79.57,216.6,1.42,102.04,512.77,618.34,61.3,12,28.99619718309859,44.148330750809976,8.383954114148137,Medium,2,Punjabi Bagh,12,Normal,Normal
2020-12-01 13:00:00,9078.98,139.48,216.6,0.0,119.21,605.14,739.6,84.1,13,27.37256267409471,52.86694531522118,7.725339043540329,Medium,2,Hauz Khas,12,Normal,Normal
2020-12-01 14:00:00,10147.09,150.2,213.86,0.0,117.3,700.36,866.48,97.28,14,26.39471544715447,55.378609190727936,6.866541353383458,Medium,2,Shahdara,12,Normal,Normal
2020-12-01 15:00:00,10040.28,130.53,197.41,0.0,97.28,752.66,937.4,88.16,15,24.87660187185025,60.18541996830428,4.223679603151444,Medium,2,Kalkaji,12,Normal,Normal
2020-12-01 16:00:00,9613.04,107.29,178.22,0.0,80.11,780.98,967.56,61.3,16,24.770849880857824,60.918156535558204,6.012453454695904,Medium,2,Patel Nagar,12,Normal,Normal
2020-12-01 17:00:00,9399.41,101.03,157.65,0.0,71.53,816.21,1004.64,44.58,17,24.08155186064925,63.00833002776676,5.51926196269262,High,3,Connaught Place,12,HIGH ALERT,Divert Traffic
2020-12-01 18:00:00,8651.73,92.98,137.09,0.0,57.7,791.35,966.73,29.64,18,22.99123185281012,67.37566518049762,3.8814097934421494,High,3,Anand Vihar,12,Normal,Normal
2020-12-01 19:00:00,7156.37,73.31,115.16,0.0,40.53,708.4,848.38,16.72,19,23.090585443037973,66.43745051464767,5.38163430420712,High,3,Dwarka,12,Normal,Normal
2020-12-01 20:00:00,6088.26,55.43,97.33,0.0,33.85,656.05,767.16,12.67,20,22.553571428571427,68.43231441048034,5.358916011584609,High,3,Rohini,12,Normal,Normal
2020-12-01 21:00:00,5447.39,46.05,79.51,0.0,30.99,625.11,717.59,11.15,21,21.70780346820809,71.76659436008677,4.034008215962441,Low,1,Saket,12,Normal,Normal
2020-12-01 22:00:00,4913.33,38.45,66.49,0.0,28.37,597.57,677.01,10.01,22,21.704554615074567,70.59200968523002,5.557755632582322,Low,1,Karol Bagh,12,Normal,Normal
2020-12-01 23:00:00,4486.08,33.08,58.26,0.0,25.75,571.31,638.64,8.36,23,21.21603927986907,71.75963904840033,5.708213644524236,Low,1,Lajpat Nagar,12,Normal,Normal
2020-12-02 00:00:00,4219.06,29.95,56.21,0.01,25.27,546.32,602.46,8.11,0,20.555508354573774,74.76374716553288,4.266439151902411,Low,1,Chandni Chowk,12,Normal,Normal
2020-12-02 01:00:00,4165.65,32.63,58.95,0.01,31.95,527.62,579.56,11.78,1,21.10099846390169,72.11918492887351,6.445945945945946,Low,1,Pitampura,12,Normal,Normal
2020-12-02 02:00:00,4966.74,61.69,65.12,0.02,44.35,560.74,628.05,17.73,2,21.983529411764707,70.37428475260855,7.483680437009219,Low,1,Vasant Kunj,12,Normal,Normal
2020-12-02 03:00:00,5447.39,86.73,71.29,1.2,50.55,563.36,637.2,20.77,3,22.81036398999722,65.90406006674083,7.2394439010758695,Low,1,Mayur Vihar,12,Normal,Normal
2020-12-02 04:00:00,4486.08,45.15,97.33,16.09,56.27,486.09,546.94,22.29,4,25.8162923231646,57.55652465615565,11.023622845555932,Low,1,Janakpuri,12,Normal,Normal
2020-12-02 05:00:00,4219.06,28.61,101.45,47.92,65.8,476.05,535.98,28.12,5,27.590425531914892,51.96772046589018,11.169626639757821,Low,1,Rajouri Garden,12,Normal,Normal
2020-12-02 06:00:00,3791.81,15.2,93.22,104.43,76.29,457.05,511.42,28.37,6,28.733052039381153,44.0361869895804,11.000254201383985,Low,1,Okhla,12,Normal,Normal
2020-12-02 07:00:00,1762.39,2.85,34.96,217.44,74.39,278.08,299.32,11.65,7,30.02519577800477,44.25017041581459,12.436673553719007,High,3,Narela,12,Normal,Normal
2020-12-02 08:00:00,1415.25,1.93,25.36,223.16,62.94,225.17,241.86,10.64,8,30.54609929078014,42.0564952638701,12.630664857530528,High,3,Punjabi Bagh,12,Normal,Normal
2020-12-02 09:00:00,1295.09,1.66,25.02,217.44,60.08,197.62,212.92,11.4,9,30.800646703219456,37.3083849184018,12.135867884750526,High,3,Hauz Khas,12,Normal,Normal
2020-12-02 10:00:00,1655.58,2.54,47.3,183.11,65.8,203.92,225.96,17.23,10,30.67644151565074,41.397626112759646,12.92600598603259,High,3,Shahdara,12,Normal,Normal
2020-12-02 11:00:00,2349.85,2.74,87.74,121.59,69.62,227.74,260.82,24.57,11,30.037908496732026,44.09093882891724,11.667490118577074,Medium,2,Kalkaji,12,Normal,Normal
2020-12-02 12:00:00,2964.02,0.57,130.24,53.64,68.67,243.27,284.82,30.65,12,28.99619718309859,44.148330750809976,8.383954114148137,Medium,2,Patel Nagar,12,Normal,Normal
2020-12-02 13:00:00,3524.78,1.41,152.17,12.16,68.67,268.83,319.75,37.49,13,27.37256267409471,52.86694531522118,7.725339043540329,Medium,2,Connaught Place,12,Normal,Normal
2020-12-02 14:00:00,3685.0,2.46,139.83,7.24,66.76,292.1,352.35,44.08,14,26.39471544715447,55.378609190727936,6.866541353383458,Medium,2,Anand Vihar,12,Normal,Normal
2020-12-02 15:00:00,3524.78,0.96,120.64,12.88,59.13,292.5,355.06,45.6,15,24.87660187185025,60.18541996830428,4.223679603151444,Medium,2,Dwarka,12,Normal,Normal
2020-12-02 16:00:00,3364.56,0.45,105.56,16.27,51.5,283.55,346.14,44.58,16,24.770849880857824,60.918156535558204,6.012453454695904,Medium,2,Rohini,12,Normal,Normal
2020-12-02 17:00:00,3311.16,0.85,100.08,12.34,46.25,281.26,343.89,41.04,17,24.08155186064925,63.00833002776676,5.51926196269262,High,3,Saket,12,Normal,Normal
2020-12-02 18:00:00,3044.13,1.1,91.85,10.19,37.67,260.8,316.54,29.13,18,22.99123185281012,67.37566518049762,3.8814097934421494,High,3,Karol Bagh,12,Normal,Normal
2020-12-02 19:00:00,2483.37,0.43,76.08,14.84,27.9,223.05,264.92,16.97,19,23.090585443037973,66.43745051464767,5.38163430420712,High,3,Lajpat Nagar,12,Normal,Normal
2020-12-02 20:00:00,2109.53,0.13,61.01,20.74,24.56,205.31,239.33,11.65,20,22.553571428571427,68.43231441048034,5.358916011584609,High,3,Chandni Chowk,12,Normal,Normal
2020-12-02 21:00:00,1922.61,0.07,52.09,23.6,23.84,205.54,236.15,8.74,21,21.70780346820809,71.76659436008677,4.034008215962441,Low,1,Pitampura,12,Normal,Normal
2020-12-02 22:00:00,1842.5,0.08,46.61,23.25,23.84,215.2,244.22,7.03,22,21.704554615074567,70.59200968523002,5.557755632582322,Low,1,Vasant Kunj,12,Normal,Normal
2020-12-02 23:00:00,1815.8,0.22,45.24,18.24,23.84,230.31,259.16,6.27,23,21.21603927986907,71.75963904840033,5.708213644524236,Low,1,Mayur Vihar,12,Normal,Normal
2020-12-03 00:00:00,1869.2,1.4,47.98,9.12,25.51,252.44,282.79,6.33,0,20.555508354573774,74.76374716553288,4.266439151902411,Low,1,Janakpuri,12,Normal,Normal
2020-12-03 01:00:00,2296.45,13.52,51.41,0.89,32.9,293.56,332.14,9.37,1,21.10099846390169,72.11918492887351,6.445945945945946,Low,1,Rajouri Garden,12,Normal,Normal
2020-12-03 02:00:00,3284.45,49.62,52.78,0.01,47.21,362.96,421.16,15.71,2,21.983529411764707,70.37428475260855,7.483680437009219,Low,1,Okhla,12,Normal,Normal
2020-12-03 03:00:00,4112.24,86.73,55.52,0.85,59.61,411.84,483.58,20.01,3,22.81036398999722,65.90406006674083,7.2394439010758695,Low,1,Narela,12,Normal,Normal
2020-12-03 04:00:00,4058.84,92.09,58.26,4.43,70.57,409.47,481.24,22.55,4,25.8162923231646,57.55652465615565,11.023622845555932,Low,1,Punjabi Bagh,12,Normal,Normal
2020-12-03 05:00:00,4432.68,93.88,76.08,11.0,87.74,438.31,518.43,31.67,5,27.590425531914892,51.96772046589018,11.169626639757821,Low,1,Hauz Khas,12,Normal,Normal
2020-12-03 06:00:00,4913.33,75.1,117.9,27.9,114.44,499.71,586.26,36.99,6,28.733052039381153,44.0361869895804,11.000254201383985,Low,1,Shahdara,12,Normal,Normal
2020-12-03 07:00:00,2216.34,13.64,82.25,118.73,156.4,331.31,368.29,11.27,7,30.02519577800477,44.25017041581459,12.436673553719007,High,3,Kalkaji,12,Normal,Normal
2020-12-03 08:00:00,1922.61,7.38,69.23,163.08,144.96,311.07,343.36,9.5,8,30.54609929078014,42.0564952638701,12.630664857530528,High,3,Patel Nagar,12,Normal,Normal
2020-12-03 09:00:00,1976.01,5.7,72.66,183.11,154.5,306.68,339.42,10.39,9,30.800646703219456,37.3083849184018,12.135867884750526,High,3,Connaught Place,12,Normal,Normal
2020-12-03 10:00:00,3578.19,13.41,142.57,108.72,158.31,396.51,454.3,29.13,10,30.67644151565074,41.397626112759646,12.92600598603259,High,3,Anand Vihar,12,Normal,Normal
2020-12-03 11:00:00,6034.85,43.81,219.35,22.89,158.31,546.54,640.16,52.69,11,30.037908496732026,44.09093882891724,11.667490118577074,Medium,2,Dwarka,12,Normal,Normal
2020-12-03 12:00:00,8224.49,118.02,241.28,0.84,183.11,661.49,783.98,81.06,12,28.99619718309859,44.148330750809976,8.383954114148137,Medium,2,Rohini,12,Normal,Normal
2020-12-03 13:00:00,10040.28,180.6,235.8,0.0,225.07,774.3,922.85,116.53,13,27.37256267409471,52.86694531522118,7.725339043540329,Medium,2,Saket,12,Normal,Normal
2020-12-03 14:00:00,11535.65,207.42,222.09,0.0,232.7,901.47,1083.52,137.81,14,26.39471544715447,55.378609190727936,6.866541353383458,Medium,2,Karol Bagh,12,HIGH ALERT,Issue Alert
2020-12-03 15:00:00,12710.57,216.37,208.38,0.0,200.27,1017.94,1227.9,131.73,15,24.87660187185025,60.18541996830428,4.223679603151444,Medium,2,Lajpat Nagar,12,HIGH ALERT,Issue Alert
2020-12-03 16:00:00,13885.5,218.15,200.15,0.0,160.22,1140.68,1363.66,118.55,16,24.770849880857824,60.918156535558204,6.012453454695904,Medium,2,Chandni Chowk,12,HIGH ALERT,Issue Alert
2020-12-03 17:00:00,14526.37,209.21,191.93,0.0,141.14,1229.21,1465.21,106.39,17,24.08155186064925,63.00833002776676,5.51926196269262,High,3,Pitampura,12,HIGH ALERT,Divert Traffic
2020-12-03 18:00:00,13137.82,168.09,171.36,0.0,113.49,1154.94,1392.78,72.96,18,22.99123185281012,67.37566518049762,3.8814097934421494,High,3,Vasant Kunj,12,HIGH ALERT,Divert Traffic
2020-12-03 19:00:00,10360.72,110.87,143.95,0.0,73.43,968.36,1176.27,38.0,19,23.090585443037973,66.43745051464767,5.38163430420712,High,3,Mayur Vihar,12,HIGH ALERT,Divert Traffic
2020-12-03 20:00:00,7904.05,65.27,117.9,0.0,48.64,829.57,996.33,20.27,20,22.553571428571427,68.43231441048034,5.358916011584609,High,3,Janakpuri,12,HIGH ALERT,Divert Traffic
2020-12-03 21:00:00,6355.29,35.76,100.08,0.01,37.19,749.66,878.97,15.45,21,21.70780346820809,71.76659436008677,4.034008215962441,Low,1,Rajouri Garden,12,Normal,Normal
2020-12-03 22:00:00,5554.2,22.13,89.11,0.04,34.33,717.75,819.9,15.45,22,21.704554615074567,70.59200968523002,5.557755632582322,Low,1,Okhla,12,Normal,Normal
2020-12-03 23:00:00,5340.58,21.01,81.57,0.04,33.38,716.9,805.93,15.71,23,21.21603927986907,71.75963904840033,5.708213644524236,Low,1,Narela,12,Normal,Normal
2020-12-04 00:00:00,5287.17,25.93,75.4,0.02,32.9,716.79,798.34,16.09,0,20.555508354573774,74.76374716553288,4.266439151902411,Low,1,Punjabi Bagh,12,Normal,Normal
2020-12-04 01:00:00,5661.01,45.6,70.6,0.0,37.67,733.43,816.82,19.0,1,21.10099846390169,72.11918492887351,6.445945945945946,Low,1,Hauz Khas,12,Normal,Normal
2020-12-04 02:00:00,7370.0,108.18,74.03,0.01,51.5,821.05,924.91,23.81,2,21.983529411764707,70.37428475260855,7.483680437009219,Low,1,Shahdara,12,HIGH ALERT,Issue Alert
2020-12-04 03:00:00,8865.36,171.66,89.11,0.64,61.04,879.8,991.12,28.63,3,22.81036398999722,65.90406006674083,7.2394439010758695,Low,1,Kalkaji,12,HIGH ALERT,Issue Alert
2020-12-04 04:00:00,6515.5,82.25,122.01,9.66,65.8,694.8,771.76,32.17,4,25.8162923231646,57.55652465615565,11.023622845555932,Low,1,Patel Nagar,12,Normal,Normal
2020-12-04 05:00:00,5981.45,46.05,138.46,37.19,77.25,667.73,741.97,38.0,5,27.590425531914892,51.96772046589018,11.169626639757821,Low,1,Connaught Place,12,Normal,Normal
2020-12-04 06:00:00,5661.01,21.68,139.83,104.43,90.6,683.51,756.9,38.0,6,28.733052039381153,44.0361869895804,11.000254201383985,Low,1,Anand Vihar,12,Normal,Normal
2020-12-04 07:00:00,2029.42,4.14,52.78,211.72,118.26,364.65,390.92,7.6,7,30.02519577800477,44.25017041581459,12.436673553719007,High,3,Dwarka,12,Normal,Normal
2020-12-04 08:00:00,1482.01,3.02,40.78,220.3,94.41,275.03,294.81,7.54,8,30.54609929078014,42.0564952638701,12.630664857530528,High,3,Rohini,12,Normal,Normal
2020-12-04 09:00:00,1455.31,2.96,49.35,226.02,103.0,267.96,287.97,8.87,9,30.800646703219456,37.3083849184018,12.135867884750526,High,3,Saket,12,Normal,Normal
2020-12-04 10:00:00,2590.18,6.87,119.27,157.36,141.14,337.15,374.12,21.03,10,30.67644151565074,41.397626112759646,12.92600598603259,High,3,Karol Bagh,12,Normal,Normal
2020-12-04 11:00:00,4753.11,20.56,233.05,46.49,181.2,454.12,521.31,36.99,11,30.037908496732026,44.09093882891724,11.667490118577074,Medium,2,Lajpat Nagar,12,Normal,Normal
2020-12-04 12:00:00,6835.94,65.27,293.37,1.9,188.83,545.64,640.73,48.13,12,28.99619718309859,44.148330750809976,8.383954114148137,Medium,2,Chandni Chowk,12,Normal,Normal
2020-12-04 13:00:00,7904.05,85.83,301.6,0.0,179.29,603.82,721.26,57.76,13,27.37256267409471,52.86694531522118,7.725339043540329,Medium,2,Pitampura,12,Normal,Normal
2020-12-04 14:00:00,7156.37,56.77,249.51,0.0,150.68,630.03,748.36,61.3,14,26.39471544715447,55.378609190727936,6.866541353383458,Medium,2,Vasant Kunj,12,Normal,Normal
2020-12-04 15:00:00,5767.82,16.54,194.67,3.13,113.49,617.16,717.71,55.73,15,24.87660187185025,60.18541996830428,4.223679603151444,Medium,2,Mayur Vihar,12,Normal,Normal
2020-12-04 16:00:00,3952.03,0.0,106.93,62.23,80.11,537.68,608.31,42.56,16,24.770849880857824,60.918156535558204,6.012453454695904,Medium,2,Janakpuri,12,Normal,Normal
2020-12-04 17:00:00,3364.56,0.0,80.88,67.23,59.61,510.44,573.51,40.03,17,24.08155186064925,63.00833002776676,5.51926196269262,High,3,Rajouri Garden,12,Normal,Normal
2020-12-04 18:00:00,2937.32,0.0,70.6,67.23,44.35,483.95,534.87,25.59,18,22.99123185281012,67.37566518049762,3.8814097934421494,High,3,Okhla,12,Normal,Normal
2020-12-04 19:00:00,2403.26,0.0,52.78,81.54,33.38,453.42,489.45,12.29,19,23.090585443037973,66.43745051464767,5.38163430420712,High,3,Narela,12,Normal,Normal
2020-12-04 20:00:00,2029.42,0.0,34.62,97.28,26.23,427.52,454.69,7.35,20,22.553571428571427,68.43231441048034,5.358916011584609,High,3,Punjabi Bagh,12,Normal,Normal
2020-12-04 21:00:00,1815.8,0.0,25.36,104.43,22.89,409.76,433.17,5.76,21,21.70780346820809,71.76659436008677,4.034008215962441,Low,1,Hauz Khas,12,Normal,Normal
2020-12-04 22:00:00,1735.69,0.0,21.76,104.43,21.94,398.86,420.84,5.07,22,21.704554615074567,70.59200968523002,5.557755632582322,Low,1,Shahdara,12,Normal,Normal
2020-12-04 23:00:00,1695.63,0.0,20.56,103.0,21.46,394.76,416.0,4.75,23,21.21603927986907,71.75963904840033,5.708213644524236,Low,1,Kalkaji,12,Normal,Normal
2020-12-05 00:00:00,1735.69,0.0,21.59,100.14,21.22,395.83,417.04,4.69,0,20.555508354573774,74.76374716553288,4.266439151902411,Low,1,Patel Nagar,12,Normal,Normal
2020-12-05 01:00:00,1895.9,0.0,28.1,89.41,23.13,404.53,428.05,6.02,1,21.10099846390169,72.11918492887351,6.445945945945946,Low,1,Connaught Place,12,Normal,Normal
2020-12-05 02:00:00,2296.45,0.01,47.3,66.52,29.56,423.6,454.79,9.25,2,21.983529411764707,70.37428475260855,7.483680437009219,Low,1,Anand Vihar,12,Normal,Normal
2020-12-05 03:00:00,2616.88,1.47,67.17,49.35,37.19,429.26,466.51,11.78,3,22.81036398999722,65.90406006674083,7.2394439010758695,Low,1,Dwarka,12,Normal,Normal
2020-12-05 04:00:00,2536.77,5.81,62.38,61.51,41.49,411.15,448.43,13.55,4,25.8162923231646,57.55652465615565,11.023622845555932,Low,1,Rohini,12,Normal,Normal
2020-12-05 05:00:00,2349.85,7.71,54.15,83.69,44.82,391.34,428.16,16.97,5,27.590425531914892,51.96772046589018,11.169626639757821,Low,1,Saket,12,Normal,Normal
2020-12-05 06:00:00,2162.93,6.71,50.04,115.87,51.5,379.44,414.41,17.99,6,28.733052039381153,44.0361869895804,11.000254201383985,Low,1,Karol Bagh,12,Normal,Normal
2020-12-05 07:00:00,1482.01,4.41,43.53,167.37,87.74,304.43,326.97,10.39,7,30.02519577800477,44.25017041581459,12.436673553719007,High,3,Lajpat Nagar,12,Normal,Normal
2020-12-05 08:00:00,1308.44,3.91,45.24,185.97,103.95,285.43,305.21,8.87,8,30.54609929078014,42.0564952638701,12.630664857530528,High,3,Chandni Chowk,12,Normal,Normal
2020-12-05 09:00:00,1241.68,3.24,47.3,194.55,114.44,275.58,294.69,8.87,9,30.800646703219456,37.3083849184018,12.135867884750526,High,3,Pitampura,12,Normal,Normal
2020-12-05 10:00:00,1735.69,4.08,74.71,154.5,114.44,286.4,312.93,15.58,10,30.67644151565074,41.397626112759646,12.92600598603259,High,3,Vasant Kunj,12,Normal,Normal
2020-12-05 11:00:00,2723.69,3.97,119.27,87.98,92.51,318.51,358.74,25.08,11,30.037908496732026,44.09093882891724,11.667490118577074,Medium,2,Mayur Vihar,12,Normal,Normal
2020-12-05 12:00:00,3631.59,3.38,164.51,20.21,71.53,338.76,389.22,32.42,12,28.99619718309859,44.148330750809976,8.383954114148137,Medium,2,Janakpuri,12,Normal,Normal
2020-12-05 13:00:00,4219.06,16.99,169.99,0.27,61.99,360.6,419.88,39.52,13,27.37256267409471,52.86694531522118,7.725339043540329,Medium,2,Rajouri Garden,12,Normal,Normal
2020-12-05 14:00:00,4058.84,11.62,154.91,1.1,58.17,378.03,440.05,42.56,14,26.39471544715447,55.378609190727936,6.866541353383458,Medium,2,Okhla,12,Normal,Normal
2020-12-05 15:00:00,3337.86,1.01,122.01,19.85,51.98,373.12,427.67,38.51,15,24.87660187185025,60.18541996830428,4.223679603151444,Medium,2,Narela,12,Normal,Normal
2020-12-05 16:00:00,2483.37,0.0,76.77,55.08,43.87,353.51,395.94,29.89,16,24.770849880857824,60.918156535558204,6.012453454695904,Medium,2,Punjabi Bagh,12,Normal,Normal
2020-12-05 17:00:00,2296.45,0.0,63.75,57.22,37.19,357.85,398.4,23.81,17,24.08155186064925,63.00833002776676,5.51926196269262,High,3,Hauz Khas,12,Normal,Normal
2020-12-05 18:00:00,2109.53,0.0,57.58,55.79,30.52,357.38,393.73,15.71,18,22.99123185281012,67.37566518049762,3.8814097934421494,High,3,Shahdara,12,Normal,Normal
2020-12-05 19:00:00,1842.5,0.0,47.98,57.22,23.37,347.82,376.94,8.87,19,23.090585443037973,66.43745051464767,5.38163430420712,High,3,Kalkaji,12,Normal,Normal
2020-12-05 20:00:00,1682.28,0.0,38.73,58.65,20.27,347.01,372.41,6.52,20,22.553571428571427,68.43231441048034,5.358916011584609,High,3,Patel Nagar,12,Normal,Normal
2020-12-05 21:00:00,1602.17,0.0,32.56,57.22,18.6,351.48,375.72,5.51,21,21.70780346820809,71.76659436008677,4.034008215962441,Low,1,Connaught Place,12,Normal,Normal
2020-12-05 22:00:00,1588.82,0.0,30.5,52.93,18.36,357.98,382.45,5.26,22,21.704554615074567,70.59200968523002,5.557755632582322,Low,1,Anand Vihar,12,Normal,Normal
2020-12-05 23:00:00,1602.17,0.0,30.16,46.49,18.12,364.83,389.78,5.26,23,21.21603927986907,71.75963904840033,5.708213644524236,Low,1,Dwarka,12,Normal,Normal
2020-12-06 00:00:00,1642.23,0.01,32.56,36.84,18.36,370.21,396.09,5.57,0,20.555508354573774,74.76374716553288,4.266439151902411,Low,1,Rohini,12,Normal,Normal
2020-12-06 01:00:00,1869.2,0.45,42.16,21.28,21.46,386.16,416.24,7.47,1,21.10099846390169,72.11918492887351,6.445945945945946,Low,1,Saket,12,Normal,Normal
2020-12-06 02:00:00,2510.07,9.84,57.58,2.24,29.8,420.91,461.95,11.53,2,21.983529411764707,70.37428475260855,7.483680437009219,Low,1,Karol Bagh,12,Normal,Normal
2020-12-06 03:00:00,3150.94,33.08,59.63,1.81,37.67,447.92,499.22,15.45,3,22.81036398999722,65.90406006674083,7.2394439010758695,Low,1,Lajpat Nagar,12,Normal,Normal
2020-12-06 04:00:00,3471.37,45.6,60.32,7.87,43.39,455.91,512.8,19.25,4,25.8162923231646,57.55652465615565,11.023622845555932,Low,1,Chandni Chowk,12,Normal,Normal
2020-12-06 05:00:00,3685.0,44.26,70.6,19.31,50.55,462.32,523.4,25.84,5,27.590425531914892,51.96772046589018,11.169626639757821,Low,1,Pitampura,12,Normal,Normal
2020-12-06 06:00:00,3685.0,32.19,89.11,44.35,61.99,476.32,537.4,29.39,6,28.733052039381153,44.0361869895804,11.000254201383985,Low,1,Vasant Kunj,12,Normal,Normal
2020-12-06 07:00:00,2162.93,11.96,71.29,101.57,95.37,330.67,363.23,18.75,7,30.02519577800477,44.25017041581459,12.436673553719007,High,3,Mayur Vihar,12,Normal,Normal
2020-12-06 08:00:00,1895.9,7.94,67.86,137.33,100.14,302.88,333.05,16.21,8,30.54609929078014,42.0564952638701,12.630664857530528,High,3,Janakpuri,12,Normal,Normal
2020-12-06 09:00:00,1922.61,5.87,72.66,165.94,108.72,319.46,351.79,16.47,9,30.800646703219456,37.3083849184018,12.135867884750526,High,3,Rajouri Garden,12,Normal,Normal
2020-12-06 10:00:00,2643.59,6.31,109.67,140.19,115.4,367.29,412.24,23.05,10,30.67644151565074,41.397626112759646,12.92600598603259,High,3,Okhla,12,Normal,Normal
2020-12-06 11:00:00,3898.62,6.71,171.36,70.1,109.67,437.31,501.94,31.67,11,30.037908496732026,44.09093882891724,11.667490118577074,Medium,2,Narela,12,Normal,Normal
2020-12-06 12:00:00,4966.74,11.62,211.12,8.32,93.46,489.96,568.15,38.0,12,28.99619718309859,44.148330750809976,8.383954114148137,Medium,2,Punjabi Bagh,12,Normal,Normal
2020-12-06 13:00:00,5661.01,25.48,205.64,0.04,85.83,548.1,636.71,46.1,13,27.37256267409471,52.86694531522118,7.725339043540329,Medium,2,Hauz Khas,12,Normal,Normal
2020-12-06 14:00:00,5661.01,14.53,189.19,0.67,76.29,590.09,684.14,48.64,14,26.39471544715447,55.378609190727936,6.866541353383458,Medium,2,Shahdara,12,Normal,Normal
2020-12-06 15:00:00,5073.55,1.96,153.54,10.91,61.99,595.31,687.3,36.99,15,24.87660187185025,60.18541996830428,4.223679603151444,Medium,2,Kalkaji,12,Normal,Normal
2020-12-06 16:00:00,4379.27,0.02,113.79,33.62,50.55,580.06,662.57,23.05,16,24.770849880857824,60.918156535558204,6.012453454695904,Medium,2,Patel Nagar,12,Normal,Normal
2020-12-06 17:00:00,3898.62,0.0,93.22,41.13,46.25,563.55,640.69,16.09,17,24.08155186064925,63.00833002776676,5.51926196269262,High,3,Connaught Place,12,Normal,Normal
2020-12-06 18:00:00,3231.05,0.0,75.4,45.78,41.96,517.19,581.9,8.99,18,22.99123185281012,67.37566518049762,3.8814097934421494,High,3,Anand Vihar,12,Normal,Normal
2020-12-06 19:00:00,2376.56,0.0,54.84,57.22,37.19,453.19,500.12,4.31,19,23.090585443037973,66.43745051464767,5.38163430420712,High,3,Dwarka,12,Normal,Normal
2020-12-06 20:00:00,2109.53,0.0,48.67,53.64,32.42,427.04,466.52,4.5,20,22.553571428571427,68.43231441048034,5.358916011584609,High,3,Rohini,12,Normal,Normal
2020-12-06 21:00:00,2029.42,0.0,45.93,47.21,29.09,411.66,448.35,4.94,21,21.70780346820809,71.76659436008677,4.034008215962441,Low,1,Saket,12,Normal,Normal
2020-12-06 22:00:00,2002.72,0.0,44.55,40.41,27.18,396.18,431.95,5.26,22,21.704554615074567,70.59200968523002,5.557755632582322,Low,1,Karol Bagh,12,Normal,Normal
2020-12-06 23:00:00,2029.42,0.02,45.24,32.54,26.23,391.32,426.65,5.38,23,21.21603927986907,71.75963904840033,5.708213644524236,Low,1,Lajpat Nagar,12,Normal,Normal
2020-12-07 00:00:00,2109.53,0.16,48.67,22.17,26.46,394.72,430.53,5.89,0,20.555508354573774,74.76374716553288,4.266439151902411,Low,1,Chandni Chowk,12,Normal,Normal
2020-12-07 01:00:00,2456.67,4.25,58.26,6.97,30.99,416.8,458.23,8.61,1,21.10099846390169,72.11918492887351,6.445945945945946,Low,1,Pitampura,12,Normal,Normal
2020-12-07 02:00:00,3311.16,27.94,63.06,0.06,41.01,464.91,521.77,13.68,2,21.983529411764707,70.37428475260855,7.483680437009219,Low,1,Vasant Kunj,12,Normal,Normal
2020-12-07 03:00:00,3845.22,49.62,67.17,1.57,47.68,488.03,552.92,15.71,3,22.81036398999722,65.90406006674083,7.2394439010758695,Low,1,Mayur Vihar,12,Normal,Normal
2020-12-07 04:00:00,3471.37,39.79,71.97,11.62,54.36,457.7,515.86,16.72,4,25.8162923231646,57.55652465615565,11.023622845555932,Low,1,Janakpuri,12,Normal,Normal
2020-12-07 05:00:00,3257.75,29.5,74.71,32.54,63.9,449.73,506.27,21.28,5,27.590425531914892,51.96772046589018,11.169626639757821,Low,1,Rajouri Garden,12,Normal,Normal
